Country,Year,Category,Value
Switzerland,2018,Fossil fuels,645
Switzerland,2019,Fossil fuels,637
Switzerland,2020,Fossil fuels,648
Switzerland,1971,Nuclear,1391
Switzerland,1972,Nuclear,3840
Switzerland,1973,Nuclear,6310
Switzerland,1974,Nuclear,7067
Switzerland,1975,Nuclear,7761
Switzerland,1976,Nuclear,7939
Switzerland,1977,Nuclear,8114
Switzerland,1978,Nuclear,8395
Switzerland,1979,Nuclear,11805
Switzerland,1980,Nuclear,14346
Switzerland,1981,Nuclear,15330
Switzerland,1982,Nuclear,15133
Switzerland,1983,Nuclear,15710
Switzerland,1984,Nuclear,18440
Switzerland,1985,Nuclear,22558
Switzerland,1986,Nuclear,22581
Switzerland,1987,Nuclear,23003
Switzerland,1988,Nuclear,22792
Switzerland,1989,Nuclear,22836
Switzerland,1990,Nuclear,23636
Switzerland,1991,Nuclear,22953
Switzerland,1992,Nuclear,23448
Switzerland,1993,Nuclear,23351
Switzerland,1994,Nuclear,24363
Switzerland,1995,Nuclear,24895
Switzerland,1996,Nuclear,25142
Switzerland,1997,Nuclear,25409
Switzerland,1998,Nuclear,25830
Switzerland,1999,Nuclear,25830
Switzerland,2000,Nuclear,26446
Switzerland,2001,Nuclear,26811
Switzerland,2002,Nuclear,27234
Switzerland,2003,Nuclear,27487
Switzerland,2004,Nuclear,26958
Switzerland,2005,Nuclear,23341
Switzerland,2006,Nuclear,27819
Switzerland,2007,Nuclear,27925
Switzerland,2008,Nuclear,27700
Switzerland,2009,Nuclear,27686
Switzerland,2010,Nuclear,26339
Switzerland,2011,Nuclear,26710
Switzerland,2012,Nuclear,25441
Switzerland,2013,Nuclear,25990
Switzerland,2014,Nuclear,27557
Switzerland,2015,Nuclear,23089
Switzerland,2016,Nuclear,21146
Switzerland,2017,Nuclear,20376
Switzerland,2018,Nuclear,25513
Switzerland,2019,Nuclear,26418
Switzerland,2020,Nuclear,24025
Switzerland,1971,Renewable sources,26875
Switzerland,1972,Renewable sources,24469
Switzerland,1973,Renewable sources,27903
Switzerland,1974,Renewable sources,27770
Switzerland,1975,Renewable sources,33475
Switzerland,1976,Renewable sources,25947
Switzerland,1977,Renewable sources,35759
Switzerland,1978,Renewable sources,31980
Switzerland,1979,Renewable sources,31846
Switzerland,1980,Renewable sources,32978
Switzerland,1981,Renewable sources,35917
Switzerland,1982,Renewable sources,36723
Switzerland,1983,Renewable sources,35816
Switzerland,1984,Renewable sources,30538
Switzerland,1985,Renewable sources,32414
Switzerland,1986,Renewable sources,33360
Switzerland,1987,Renewable sources,35182
Switzerland,1988,Renewable sources,36304
Switzerland,1989,Renewable sources,30301
Switzerland,1990,Renewable sources,30224
Switzerland,1991,Renewable sources,32476
Switzerland,1992,Renewable sources,33530
Switzerland,1993,Renewable sources,36259
Switzerland,1994,Renewable sources,39611
Switzerland,1995,Renewable sources,35458
Switzerland,1996,Renewable sources,29379
Switzerland,1997,Renewable sources,34751
Switzerland,1998,Renewable sources,34199
Switzerland,1999,Renewable sources,40797
Switzerland,2000,Renewable sources,37692
Switzerland,2001,Renewable sources,42205
Switzerland,2002,Renewable sources,36106
Switzerland,2003,Renewable sources,35734
Switzerland,2004,Renewable sources,34752
Switzerland,2005,Renewable sources,32280
Switzerland,2006,Renewable sources,32139
Switzerland,2007,Renewable sources,36478
Switzerland,2008,Renewable sources,37326
Switzerland,2009,Renewable sources,37034
Switzerland,2010,Renewable sources,37472
Switzerland,2011,Renewable sources,34019
Switzerland,2012,Renewable sources,40527
Switzerland,2013,Renewable sources,40676
Switzerland,2014,Renewable sources,40669
Switzerland,2015,Renewable sources,41109
Switzerland,2016,Renewable sources,37809
Switzerland,2017,Renewable sources,37762
Switzerland,2018,Renewable sources,38878
Switzerland,2019,Renewable sources,42236
Switzerland,2020,Renewable sources,42441
Switzerland,1971,Total,31181
Switzerland,1972,Total,31879
Switzerland,1973,Total,36817
Switzerland,1974,Total,37102
Switzerland,1975,Total,42979
Switzerland,1976,Total,36088
Switzerland,1977,Total,45890
Switzerland,1978,Total,42250
Switzerland,1979,Total,45465
Switzerland,1980,Total,48175
Switzerland,1981,Total,51834
Switzerland,1982,Total,52508
Switzerland,1983,Total,52195
Switzerland,1984,Total,49555
Switzerland,1985,Total,55537
Switzerland,1986,Total,56541
Switzerland,1987,Total,58795
Switzerland,1988,Total,59678
Switzerland,1989,Total,53749
Switzerland,1990,Total,54976
Switzerland,1991,Total,56843
Switzerland,1992,Total,58655
Switzerland,1993,Total,60863
Switzerland,1994,Total,65406
Switzerland,1995,Total,61958
Switzerland,1996,Total,56262
Switzerland,1997,Total,62019
Switzerland,1998,Total,62324
Switzerland,1999,Total,68696
Switzerland,2000,Total,66125
Switzerland,2001,Total,71057
Switzerland,2002,Total,65422
Switzerland,2003,Total,65345
Switzerland,2004,Total,63865
Switzerland,2005,Total,57788
Switzerland,2006,Total,62136
Switzerland,2007,Total,66438
Switzerland,2008,Total,67041
Switzerland,2009,Total,66676
Switzerland,2010,Total,66052
Switzerland,2011,Total,62881
Switzerland,2012,Total,68135
Switzerland,2013,Total,68706
Switzerland,2014,Total,70078
Switzerland,2015,Total,66057
Switzerland,2016,Total,61097
Switzerland,2017,Total,60148
Switzerland,2018,Total,66290
Switzerland,2019,Total,70549
Switzerland,2020,Total,68394
Turkey,1971,Fossil fuels,7009
Turkey,1972,Fossil fuels,7863
Turkey,1973,Fossil fuels,9625
Turkey,1974,Fossil fuels,9914
Turkey,1975,Fossil fuels,9499
Turkey,1976,Fossil fuels,9747
Turkey,1977,Fossil fuels,11775
Turkey,1978,Fossil fuels,12254
Turkey,1979,Fossil fuels,12088
Turkey,1980,Fossil fuels,11791
Turkey,1981,Fossil fuels,11947
Turkey,1982,Fossil fuels,12385
Turkey,1983,Fossil fuels,16004
Turkey,1984,Fossil fuels,17165
Turkey,1985,Fossil fuels,22168
Turkey,1986,Fossil fuels,27778
Turkey,1987,Fossil fuels,25677
Turkey,1988,Fossil fuels,19030
Turkey,1989,Fossil fuels,34042
Turkey,1990,Fossil fuels,34315
Turkey,1991,Fossil fuels,37444
Turkey,1992,Fossil fuels,40657
Turkey,1993,Fossil fuels,39723
Turkey,1994,Fossil fuels,47605
Turkey,1995,Fossil fuels,50398
Turkey,1996,Fossil fuels,54127
Turkey,1997,Fossil fuels,63103
Turkey,1998,Fossil fuels,68462
Turkey,1999,Fossil fuels,81528
Turkey,2000,Fossil fuels,93714
Turkey,2001,Fossil fuels,98333
Turkey,2002,Fossil fuels,95390
Turkey,2003,Fossil fuels,104985
Turkey,2004,Fossil fuels,104359
Turkey,2005,Fossil fuels,122120
Turkey,2006,Fossil fuels,131681
Turkey,2007,Fossil fuels,154982
Turkey,2008,Fossil fuels,163920
Turkey,2009,Fossil fuels,156583
Turkey,2010,Fossil fuels,155371
Turkey,2011,Fossil fuels,171169
Turkey,2012,Fossil fuels,174151
Turkey,2013,Fossil fuels,170641
Turkey,2014,Fossil fuels,198984
Turkey,2015,Fossil fuels,177608
Turkey,2016,Fossil fuels,183426
Turkey,2017,Fossil fuels,209166
Turkey,2018,Fossil fuels,206061
Turkey,2019,Fossil fuels,170518
Turkey,2020,Fossil fuels,175923
Turkey,1971,Nuclear,0
Turkey,1972,Nuclear,0
Turkey,1973,Nuclear,0
Turkey,1974,Nuclear,0
Turkey,1975,Nuclear,0
Turkey,1976,Nuclear,0
Turkey,1977,Nuclear,0
Turkey,1978,Nuclear,0
Turkey,1979,Nuclear,0
Turkey,1980,Nuclear,0
Turkey,1981,Nuclear,0
Turkey,1982,Nuclear,0
Turkey,1983,Nuclear,0
Turkey,1984,Nuclear,0
Turkey,1985,Nuclear,0
Turkey,1986,Nuclear,0
Turkey,1987,Nuclear,0
Turkey,1988,Nuclear,0
Turkey,1989,Nuclear,0
Turkey,1990,Nuclear,0
Turkey,1991,Nuclear,0
Turkey,1992,Nuclear,0
Turkey,1993,Nuclear,0
Turkey,1994,Nuclear,0
Turkey,1995,Nuclear,0
Turkey,1996,Nuclear,0
Turkey,1997,Nuclear,0
Turkey,1998,Nuclear,0
Turkey,1999,Nuclear,0
Turkey,2000,Nuclear,0
Turkey,2001,Nuclear,0
Turkey,2002,Nuclear,0
Turkey,2003,Nuclear,0
Turkey,2004,Nuclear,0
Turkey,2005,Nuclear,0
Turkey,2006,Nuclear,0
Turkey,2007,Nuclear,0
Turkey,2008,Nuclear,0
Turkey,2009,Nuclear,0
Turkey,2010,Nuclear,0
Turkey,2011,Nuclear,0
Turkey,2012,Nuclear,0
Turkey,2013,Nuclear,0
Turkey,2014,Nuclear,0
Turkey,2015,Nuclear,0
Turkey,2016,Nuclear,0
Turkey,2017,Nuclear,0
Turkey,2018,Nuclear,0
Turkey,2019,Nuclear,0
Turkey,2020,Nuclear,0
Turkey,1971,Renewable sources,2772
Turkey,1972,Renewable sources,3380
Turkey,1973,Renewable sources,2800
Turkey,1974,Renewable sources,3563
Turkey,1975,Renewable sources,6124
Turkey,1976,Renewable sources,8536
Turkey,1977,Renewable sources,8790
Turkey,1978,Renewable sources,9472
Turkey,1979,Renewable sources,10434
Turkey,1980,Renewable sources,11484
Turkey,1981,Renewable sources,12726
Turkey,1982,Renewable sources,14167
Turkey,1983,Renewable sources,11343
Turkey,1984,Renewable sources,13448
Turkey,1985,Renewable sources,12051
Turkey,1986,Renewable sources,11917
Turkey,1987,Renewable sources,18676
Turkey,1988,Renewable sources,29018
Turkey,1989,Renewable sources,18002
Turkey,1990,Renewable sources,23228
Turkey,1991,Renewable sources,22802
Turkey,1992,Renewable sources,26685
Turkey,1993,Renewable sources,34085
Turkey,1994,Renewable sources,30716
Turkey,1995,Renewable sources,35849
Turkey,1996,Renewable sources,40735
Turkey,1997,Renewable sources,40193
Turkey,1998,Renewable sources,42560
Turkey,1999,Renewable sources,34912
Turkey,2000,Renewable sources,31154
Turkey,2001,Renewable sources,24346
Turkey,2002,Renewable sources,33966
Turkey,2003,Renewable sources,35559
Turkey,2004,Renewable sources,46311
Turkey,2005,Renewable sources,39748
Turkey,2006,Renewable sources,44522
Turkey,2007,Renewable sources,36457
Turkey,2008,Renewable sources,34421
Turkey,2009,Renewable sources,38141
Turkey,2010,Renewable sources,55712
Turkey,2011,Renewable sources,58098
Turkey,2012,Renewable sources,65216
Turkey,2013,Renewable sources,69220
Turkey,2014,Renewable sources,52629
Turkey,2015,Renewable sources,83658
Turkey,2016,Renewable sources,90245
Turkey,2017,Renewable sources,87235
Turkey,2018,Renewable sources,97768
Turkey,2019,Renewable sources,132261
Turkey,2020,Renewable sources,128421
Turkey,1971,Total,9781
Turkey,1972,Total,11243
Turkey,1973,Total,12425
Turkey,1974,Total,13477
Turkey,1975,Total,15623
Turkey,1976,Total,18283
Turkey,1977,Total,20565
Turkey,1978,Total,21726
Turkey,1979,Total,22522
Turkey,1980,Total,23275
Turkey,1981,Total,24673
Turkey,1982,Total,26552
Turkey,1983,Total,27347
Turkey,1984,Total,30613
Turkey,1985,Total,34219
Turkey,1986,Total,39695
Turkey,1987,Total,44353
Turkey,1988,Total,48048
Turkey,1989,Total,52044
Turkey,1990,Total,57543
Turkey,1991,Total,60246
Turkey,1992,Total,67342
Turkey,1993,Total,73808
Turkey,1994,Total,78321
Turkey,1995,Total,86247
Turkey,1996,Total,94862
Turkey,1997,Total,103296
Turkey,1998,Total,111022
Turkey,1999,Total,116440
Turkey,2000,Total,124922
Turkey,2001,Total,122725
Turkey,2002,Total,129400
Turkey,2003,Total,140581
Turkey,2004,Total,150698
Turkey,2005,Total,161956
Turkey,2006,Total,176299
Turkey,2007,Total,191558
Turkey,2008,Total,198418
Turkey,2009,Total,194812
Turkey,2010,Total,211208
Turkey,2011,Total,229393
Turkey,2012,Total,239496
Turkey,2013,Total,240154
Turkey,2014,Total,251963
Turkey,2015,Total,261783
Turkey,2016,Total,274408
Turkey,2017,Total,297278
Turkey,2018,Total,304802
Turkey,2019,Total,303898
Turkey,2020,Total,305431
United Kingdom,1971,Fossil fuels,224850
United Kingdom,1972,Fossil fuels,229998
United Kingdom,1973,Fossil fuels,249497
United Kingdom,1974,Fossil fuels,234719
United Kingdom,1975,Fossil fuels,236701
United Kingdom,1976,Fossil fuels,235436
United Kingdom,1977,Fossil fuels,237839
United Kingdom,1978,Fossil fuels,245243
United Kingdom,1979,Fossil fuels,256092
United Kingdom,1980,Fossil fuels,243157
United Kingdom,1981,Fossil fuels,234381
United Kingdom,1982,Fossil fuels,223174
United Kingdom,1983,Fossil fuels,221087
United Kingdom,1984,Fossil fuels,222429
United Kingdom,1985,Fossil fuels,229533
United Kingdom,1986,Fossil fuels,235509
United Kingdom,1987,Fossil fuels,242269
United Kingdom,1988,Fossil fuels,238304
United Kingdom,1989,Fossil fuels,236183
United Kingdom,1990,Fossil fuels,246112
United Kingdom,1991,Fossil fuels,245398
United Kingdom,1992,Fossil fuels,236030
United Kingdom,1993,Fossil fuels,226428
United Kingdom,1994,Fossil fuels,229436
United Kingdom,1995,Fossil fuels,236242
United Kingdom,1996,Fossil fuels,248540
United Kingdom,1997,Fossil fuels,243605
United Kingdom,1998,Fossil fuels,252361
United Kingdom,1999,Fossil fuels,259943
United Kingdom,2000,Fossil fuels,278823
United Kingdom,2001,Fossil fuels,280205
United Kingdom,2002,Fossil fuels,282756
United Kingdom,2003,Fossil fuels,293317
United Kingdom,2004,Fossil fuels,294977
United Kingdom,2005,Fossil fuels,294315
United Kingdom,2006,Fossil fuels,297482
United Kingdom,2007,Fossil fuels,308333
United Kingdom,2008,Fossil fuels,308698
United Kingdom,2009,Fossil fuels,276941
United Kingdom,2010,Fossil fuels,289189
United Kingdom,2011,Fossil fuels,259064
United Kingdom,2012,Fossil fuels,247149
United Kingdom,2013,Fossil fuels,229588
United Kingdom,2014,Fossil fuels,204457
United Kingdom,2015,Fossil fuels,178876
United Kingdom,2016,Fossil fuels,176682
United Kingdom,2017,Fossil fuels,161646
United Kingdom,2018,Fossil fuels,150667
United Kingdom,2019,Fossil fuels,139729
United Kingdom,2020,Fossil fuels,121216
United Kingdom,1971,Nuclear,27548
United Kingdom,1972,Nuclear,29378
United Kingdom,1973,Nuclear,27997
United Kingdom,1974,Nuclear,33617
United Kingdom,1975,Nuclear,30338
United Kingdom,1976,Nuclear,36155
United Kingdom,1977,Nuclear,40021
United Kingdom,1978,Nuclear,37224
United Kingdom,1979,Nuclear,38308
United Kingdom,1980,Nuclear,37023
United Kingdom,1981,Nuclear,37969
United Kingdom,1982,Nuclear,43972
United Kingdom,1983,Nuclear,49928
United Kingdom,1984,Nuclear,53979
United Kingdom,1985,Nuclear,61095
United Kingdom,1986,Nuclear,59079
United Kingdom,1987,Nuclear,55238
United Kingdom,1988,Nuclear,63456
United Kingdom,1989,Nuclear,71734
United Kingdom,1990,Nuclear,65749
United Kingdom,1991,Nuclear,70543
United Kingdom,1992,Nuclear,76807
United Kingdom,1993,Nuclear,89353
United Kingdom,1994,Nuclear,88282
United Kingdom,1995,Nuclear,88964
United Kingdom,1996,Nuclear,94671
United Kingdom,1997,Nuclear,98146
United Kingdom,1998,Nuclear,99486
United Kingdom,1999,Nuclear,95133
United Kingdom,2000,Nuclear,85063
United Kingdom,2001,Nuclear,90094
United Kingdom,2002,Nuclear,87848
United Kingdom,2003,Nuclear,88686
United Kingdom,2004,Nuclear,79999
United Kingdom,2005,Nuclear,81618
United Kingdom,2006,Nuclear,75451
United Kingdom,2007,Nuclear,63028
United Kingdom,2008,Nuclear,52486
United Kingdom,2009,Nuclear,69098
United Kingdom,2010,Nuclear,62140
United Kingdom,2011,Nuclear,68980
United Kingdom,2012,Nuclear,70405
United Kingdom,2013,Nuclear,70607
United Kingdom,2014,Nuclear,63748
United Kingdom,2015,Nuclear,70345
United Kingdom,2016,Nuclear,71726
United Kingdom,2017,Nuclear,70336
United Kingdom,2018,Nuclear,65064
United Kingdom,2019,Nuclear,56184
United Kingdom,2020,Nuclear,50278
United Kingdom,1971,Renewable sources,3358
United Kingdom,1972,Renewable sources,3391
United Kingdom,1973,Renewable sources,3858
United Kingdom,1974,Renewable sources,4066
United Kingdom,1975,Renewable sources,3751
United Kingdom,1976,Renewable sources,3688
United Kingdom,1977,Renewable sources,3870
United Kingdom,1978,Renewable sources,3995
United Kingdom,1979,Renewable sources,4245
United Kingdom,1980,Renewable sources,3891
United Kingdom,1981,Renewable sources,4347
United Kingdom,1982,Renewable sources,4530
United Kingdom,1983,Renewable sources,4552
United Kingdom,1984,Renewable sources,3988
United Kingdom,1985,Renewable sources,4091
United Kingdom,1986,Renewable sources,4767
United Kingdom,1987,Renewable sources,4137
United Kingdom,1988,Renewable sources,4934
United Kingdom,1989,Renewable sources,4758
United Kingdom,1990,Renewable sources,5811
United Kingdom,1991,Renewable sources,5323
United Kingdom,1992,Renewable sources,6405
United Kingdom,1993,Renewable sources,5718
United Kingdom,1994,Renewable sources,6955
United Kingdom,1995,Renewable sources,6871
United Kingdom,1996,Renewable sources,5685
United Kingdom,1997,Renewable sources,6946
United Kingdom,1998,Renewable sources,8649
United Kingdom,1999,Renewable sources,9616
United Kingdom,2000,Renewable sources,9970
United Kingdom,2001,Renewable sources,9549
United Kingdom,2002,Renewable sources,11127
United Kingdom,2003,Renewable sources,10618
United Kingdom,2004,Renewable sources,14137
United Kingdom,2005,Renewable sources,16938
United Kingdom,2006,Renewable sources,18106
United Kingdom,2007,Renewable sources,19689
United Kingdom,2008,Renewable sources,21847
United Kingdom,2009,Renewable sources,25245
United Kingdom,2010,Renewable sources,26182
United Kingdom,2011,Renewable sources,35213
United Kingdom,2012,Renewable sources,41250
United Kingdom,2013,Renewable sources,53215
United Kingdom,2014,Renewable sources,64523
United Kingdom,2015,Renewable sources,84061
United Kingdom,2016,Renewable sources,82981
United Kingdom,2017,Renewable sources,98867
United Kingdom,2018,Renewable sources,110038
United Kingdom,2019,Renewable sources,120505
United Kingdom,2020,Renewable sources,134298
United Kingdom,1971,Total,255756
United Kingdom,1972,Total,262767
United Kingdom,1973,Total,281352
United Kingdom,1974,Total,272402
United Kingdom,1975,Total,270790
United Kingdom,1976,Total,275279
United Kingdom,1977,Total,281730
United Kingdom,1978,Total,286462
United Kingdom,1979,Total,298645
United Kingdom,1980,Total,284071
United Kingdom,1981,Total,276697
United Kingdom,1982,Total,271676
United Kingdom,1983,Total,275567
United Kingdom,1984,Total,280396
United Kingdom,1985,Total,294719
United Kingdom,1986,Total,299355
United Kingdom,1987,Total,301644
United Kingdom,1988,Total,306694
United Kingdom,1989,Total,312675
United Kingdom,1990,Total,317755
United Kingdom,1991,Total,321352
United Kingdom,1992,Total,319346
United Kingdom,1993,Total,321665
United Kingdom,1994,Total,325024
United Kingdom,1995,Total,332489
United Kingdom,1996,Total,349313
United Kingdom,1997,Total,349180
United Kingdom,1998,Total,361079
United Kingdom,1999,Total,365250
United Kingdom,2000,Total,374375
United Kingdom,2001,Total,382368
United Kingdom,2002,Total,384595
United Kingdom,2003,Total,395464
United Kingdom,2004,Total,391278
United Kingdom,2005,Total,395426
United Kingdom,2006,Total,393430
United Kingdom,2007,Total,392971
United Kingdom,2008,Total,384830
United Kingdom,2009,Total,373071
United Kingdom,2010,Total,378921
United Kingdom,2011,Total,365078
United Kingdom,2012,Total,360913
United Kingdom,2013,Total,355386
United Kingdom,2014,Total,335217
United Kingdom,2015,Total,336832
United Kingdom,2016,Total,336258
United Kingdom,2017,Total,335062
United Kingdom,2018,Total,330006
United Kingdom,2019,Total,321088
United Kingdom,2020,Total,311343
Brazil,1971,Fossil fuels,0
Brazil,1972,Fossil fuels,0
Brazil,1973,Fossil fuels,0
Brazil,1974,Fossil fuels,0
Brazil,1975,Fossil fuels,0
Brazil,1976,Fossil fuels,0
Brazil,1977,Fossil fuels,0
Brazil,1978,Fossil fuels,0
Brazil,1979,Fossil fuels,0
Brazil,1980,Fossil fuels,0
Brazil,1981,Fossil fuels,0
Brazil,1982,Fossil fuels,0
Brazil,1983,Fossil fuels,0
Brazil,1984,Fossil fuels,0
Brazil,1985,Fossil fuels,0
Brazil,1986,Fossil fuels,0
Brazil,1987,Fossil fuels,0
Brazil,1988,Fossil fuels,0
Brazil,1989,Fossil fuels,0
Brazil,1990,Fossil fuels,10017
Brazil,1991,Fossil fuels,11154
Brazil,1992,Fossil fuels,11731
Brazil,1993,Fossil fuels,11515
Brazil,1994,Fossil fuels,11893
Brazil,1995,Fossil fuels,13583
Brazil,1996,Fossil fuels,16328
Brazil,1997,Fossil fuels,18458
Brazil,1998,Fossil fuels,19504
Brazil,1999,Fossil fuels,29005
Brazil,2000,Fossil fuels,30243
Brazil,2001,Fossil fuels,36902
Brazil,2002,Fossil fuels,35049
Brazil,2003,Fossil fuels,32958
Brazil,2004,Fossil fuels,41974
Brazil,2005,Fossil fuels,41232
Brazil,2006,Fossil fuels,41132
Brazil,2007,Fossil fuels,38927
Brazil,2008,Fossil fuels,58408
Brazil,2009,Fossil fuels,37753
Brazil,2010,Fossil fuels,63878
Brazil,2011,Fossil fuels,52070
Brazil,2012,Fossil fuels,79983
Brazil,2013,Fossil fuels,116631
Brazil,2014,Fossil fuels,142166
Brazil,2015,Fossil fuels,135232
Brazil,2016,Fossil fuels,96758
Brazil,2017,Fossil fuels,103650
Brazil,2018,Fossil fuels,87575
Brazil,2019,Fossil fuels,91982
Brazil,2020,Fossil fuels,81739
Brazil,1971,Nuclear,0
Brazil,1972,Nuclear,0
Brazil,1973,Nuclear,0
Brazil,1974,Nuclear,0
Brazil,1975,Nuclear,0
Brazil,1976,Nuclear,0
Brazil,1977,Nuclear,0
Brazil,1978,Nuclear,0
Brazil,1979,Nuclear,0
Brazil,1980,Nuclear,0
Brazil,1981,Nuclear,0
Brazil,1982,Nuclear,0
Brazil,1983,Nuclear,0
Brazil,1984,Nuclear,0
Brazil,1985,Nuclear,0
Brazil,1986,Nuclear,0
Brazil,1987,Nuclear,0
Brazil,1988,Nuclear,0
Brazil,1989,Nuclear,0
Brazil,1990,Nuclear,2237
Brazil,1991,Nuclear,1442
Brazil,1992,Nuclear,1759
Brazil,1993,Nuclear,442
Brazil,1994,Nuclear,55
Brazil,1995,Nuclear,2519
Brazil,1996,Nuclear,2427
Brazil,1997,Nuclear,3169
Brazil,1998,Nuclear,3265
Brazil,1999,Nuclear,3977
Brazil,2000,Nuclear,6046
Brazil,2001,Nuclear,14279
Brazil,2002,Nuclear,13836
Brazil,2003,Nuclear,13358
Brazil,2004,Nuclear,11611
Brazil,2005,Nuclear,9855
Brazil,2006,Nuclear,13754
Brazil,2007,Nuclear,12350
Brazil,2008,Nuclear,13969
Brazil,2009,Nuclear,12957
Brazil,2010,Nuclear,14523
Brazil,2011,Nuclear,15659
Brazil,2012,Nuclear,16038
Brazil,2013,Nuclear,15450
Brazil,2014,Nuclear,15378
Brazil,2015,Nuclear,14734
Brazil,2016,Nuclear,15864
Brazil,2017,Nuclear,15739
Brazil,2018,Nuclear,15674
Brazil,2019,Nuclear,16129
Brazil,2020,Nuclear,14053
Brazil,1971,Renewable sources,0
Brazil,1972,Renewable sources,0
Brazil,1973,Renewable sources,0
Brazil,1974,Renewable sources,0
Brazil,1975,Renewable sources,0
Brazil,1976,Renewable sources,0
Brazil,1977,Renewable sources,0
Brazil,1978,Renewable sources,0
Brazil,1979,Renewable sources,0
Brazil,1980,Renewable sources,0
Brazil,1981,Renewable sources,0
Brazil,1982,Renewable sources,0
Brazil,1983,Renewable sources,0
Brazil,1984,Renewable sources,0
Brazil,1985,Renewable sources,0
Brazil,1986,Renewable sources,0
Brazil,1987,Renewable sources,0
Brazil,1988,Renewable sources,0
Brazil,1989,Renewable sources,0
Brazil,1990,Renewable sources,210567
Brazil,1991,Renewable sources,221781
Brazil,1992,Renewable sources,228242
Brazil,1993,Renewable sources,240019
Brazil,1994,Renewable sources,248093
Brazil,1995,Renewable sources,259499
Brazil,1996,Renewable sources,272523
Brazil,1997,Renewable sources,286355
Brazil,1998,Renewable sources,298979
Brazil,1999,Renewable sources,301368
Brazil,2000,Renewable sources,312249
Brazil,2001,Renewable sources,276891
Brazil,2002,Renewable sources,296372
Brazil,2003,Renewable sources,317571
Brazil,2004,Renewable sources,333334
Brazil,2005,Renewable sources,351141
Brazil,2006,Renewable sources,363765
Brazil,2007,Renewable sources,392685
Brazil,2008,Renewable sources,390210
Brazil,2009,Renewable sources,414828
Brazil,2010,Renewable sources,436929
Brazil,2011,Renewable sources,463472
Brazil,2012,Renewable sources,456097
Brazil,2013,Renewable sources,438417
Brazil,2014,Renewable sources,432543
Brazil,2015,Renewable sources,431100
Brazil,2016,Renewable sources,465819
Brazil,2017,Renewable sources,467024
Brazil,2018,Renewable sources,495290
Brazil,2019,Renewable sources,515438
Brazil,2020,Renewable sources,522869
Brazil,1971,Total,0
Brazil,1972,Total,0
Brazil,1973,Total,0
Brazil,1974,Total,0
Brazil,1975,Total,0
Brazil,1976,Total,0
Brazil,1977,Total,0
Brazil,1978,Total,0
Brazil,1979,Total,0
Brazil,1980,Total,0
Brazil,1981,Total,0
Brazil,1982,Total,0
Brazil,1983,Total,0
Brazil,1984,Total,0
Brazil,1985,Total,0
Brazil,1986,Total,0
Brazil,1987,Total,0
Brazil,1988,Total,0
Brazil,1989,Total,0
Brazil,1990,Total,222821
Brazil,1991,Total,234377
Brazil,1992,Total,241732
Brazil,1993,Total,251976
Brazil,1994,Total,260041
Brazil,1995,Total,275601
Brazil,1996,Total,291278
Brazil,1997,Total,307982
Brazil,1998,Total,321748
Brazil,1999,Total,334716
Brazil,2000,Total,348910
Brazil,2001,Total,328508
Brazil,2002,Total,345671
Brazil,2003,Total,364339
Brazil,2004,Total,387453
Brazil,2005,Total,403033
Brazil,2006,Total,419337
Brazil,2007,Total,445147
Brazil,2008,Total,463067
Brazil,2009,Total,466121
Brazil,2010,Total,515713
Brazil,2011,Total,531757
Brazil,2012,Total,552401
Brazil,2013,Total,570838
Brazil,2014,Total,590479
Brazil,2015,Total,581488
Brazil,2016,Total,578897
Brazil,2017,Total,589327
Brazil,2018,Total,601396
Brazil,2019,Total,626328
Brazil,2020,Total,621198
People's Republic of China,1971,Fossil fuels,0
People's Republic of China,1972,Fossil fuels,0
People's Republic of China,1973,Fossil fuels,0
People's Republic of China,1974,Fossil fuels,0
People's Republic of China,1975,Fossil fuels,0
People's Republic of China,1976,Fossil fuels,0
People's Republic of China,1977,Fossil fuels,0
People's Republic of China,1978,Fossil fuels,0
People's Republic of China,1979,Fossil fuels,0
People's Republic of China,1980,Fossil fuels,0
People's Republic of China,1981,Fossil fuels,0
People's Republic of China,1982,Fossil fuels,0
People's Republic of China,1983,Fossil fuels,0
People's Republic of China,1984,Fossil fuels,0
People's Republic of China,1985,Fossil fuels,0
People's Republic of China,1986,Fossil fuels,0
People's Republic of China,1987,Fossil fuels,0
People's Republic of China,1988,Fossil fuels,0
People's Republic of China,1989,Fossil fuels,0
People's Republic of China,1990,Fossil fuels,494480
People's Republic of China,1991,Fossil fuels,552460
People's Republic of China,1992,Fossil fuels,621470
People's Republic of China,1993,Fossil fuels,684833
People's Republic of China,1994,Fossil fuels,745584
People's Republic of China,1995,Fossil fuels,801419
People's Republic of China,1996,Fossil fuels,876296
People's Republic of China,1997,Fossil fuels,922548
People's Republic of China,1998,Fossil fuels,942536
People's Republic of China,1999,Fossil fuels,1018140
People's Republic of China,2000,Fossil fuels,1113413
People's Republic of China,2001,Fossil fuels,1182711
People's Republic of China,2002,Fossil fuels,1337601
People's Republic of China,2003,Fossil fuels,1580101
People's Republic of China,2004,Fossil fuels,1795567
People's Republic of China,2005,Fossil fuels,2042927
People's Republic of China,2006,Fossil fuels,2364229
People's Republic of China,2007,Fossil fuels,2718749
People's Republic of China,2008,Fossil fuels,2783801
People's Republic of China,2009,Fossil fuels,2981276
